t_rel_s,stamp_s,recv_s,latency_ms,gap_since_prev_ms,tx,ty
412.376,1788243141.840043,1788243140.933017,-907.026,99.938,-0.86494,-6.2707
412.487,1788243141.943601,1788243141.043464,-900.136,110.448,-0.86494,-6.2707
412.584,1788243142.04735,1788243141.14052,-906.83,97.056,-0.86494,-6.2707
412.692,1788243142.151026,1788243141.24836,-902.665,107.84,-0.86494,-6.2707
412.796,1788243142.254815,1788243141.352808,-902.007,104.448,-0.86494,-6.2707
412.923,1788243142.358443,1788243141.479761,-878.682,126.953,-0.86494,-6.2707
412.998,1788243142.461937,1788243141.554924,-907.013,75.163,-0.86494,-6.2707
413.102,1788243142.56566,1788243141.659194,-906.466,104.27,-0.86494,-6.2707
413.222,1788243142.669684,1788243141.7784,-891.284,119.206,-0.86494,-6.2707
413.331,1788243142.773104,1788243141.887387,-885.717,108.987,-0.86494,-6.2707
413.415,1788243142.876948,1788243141.971617,-905.331,84.23,-0.86494,-6.2707
413.534,1788243142.980669,1788243142.091201,-889.468,119.584,-0.86494,-6.2707
413.622,1788243143.084039,1788243142.179145,-904.895,87.943,-0.86494,-6.2707
413.731,1788243143.187673,1788243142.288125,-899.548,108.98,-0.86494,-6.2707
413.833,1788243143.291319,1788243142.390249,-901.069,102.124,-0.84282,-6.57046
413.934,1788243143.395013,1788243142.491019,-903.994,100.77,-0.84282,-6.57046
414.039,1788243143.498425,1788243142.595923,-902.503,104.904,-0.84282,-6.57046
414.143,1788243143.601978,1788243142.69956,-902.417,103.638,-0.84282,-6.57046
414.243,1788243143.705556,1788243142.799786,-905.77,100.226,-0.84282,-6.57046
414.346,1788243143.809749,1788243142.903133,-906.616,103.347,-0.84282,-6.57046
414.451,1788243143.913911,1788243143.008148,-905.763,105.015,-0.84282,-6.57046
414.555,1788243144.019361,1788243143.112223,-907.137,104.075,-0.84282,-6.57046
414.666,1788243144.12172,1788243143.222396,-899.324,110.173,-0.84282,-6.57046
414.768,1788243144.224762,1788243143.324326,-900.436,101.93,-0.84282,-6.57046
414.909,1788243144.328169,1788243143.465679,-862.489,141.354,-0.84282,-6.57046
414.974,1788243144.431997,1788243143.53113,-900.867,65.451,-0.84282,-6.57046
415.081,1788243144.535361,1788243143.637401,-897.96,106.271,-0.84282,-6.57046
415.22,1788243144.638829,1788243143.77707,-861.759,139.669,-0.84282,-6.57046
415.281,1788243144.742674,1788243143.838173,-904.501,61.103,-0.84282,-6.57046
415.389,1788243144.846323,1788243143.945805,-900.518,107.632,-0.84282,-6.57046
415.492,1788243144.950007,1788243144.048391,-901.616,102.586,-0.84282,-6.57046
415.608,1788243145.053866,1788243144.164865,-889.001,116.474,-0.80559,-6.77265
415.698,1788243145.157507,1788243144.255074,-902.433,90.209,-0.80559,-6.77265
415.8,1788243145.261067,1788243144.35705,-904.016,101.977,-0.80559,-6.77265
415.909,1788243145.364778,1788243144.465631,-899.147,108.581,-0.80559,-6.77265
416.012,1788243145.468514,1788243144.568822,-899.692,103.191,-0.80559,-6.77265
416.116,1788243145.571987,1788243144.673027,-898.96,104.205,-0.80559,-6.77265
416.215,1788243145.675657,1788243144.771414,-904.243,98.387,-0.80559,-6.77265
416.318,1788243145.77906,1788243144.874628,-904.432,103.214,-0.80559,-6.77265
416.426,1788243145.88319,1788243144.982491,-900.699,107.863,-0.80559,-6.77265
416.534,1788243145.986473,1788243145.090568,-895.905,108.077,-0.80559,-6.77265
416.627,1788243146.090329,1788243145.184244,-906.085,93.676,-0.80559,-6.77265
416.733,1788243146.193941,1788243145.289897,-904.044,105.653,-0.80559,-6.77265
416.85,1788243146.298646,1788243145.406729,-891.917,116.832,-0.80559,-6.77265
416.941,1788243146.400899,1788243145.497472,-903.428,90.743,-0.80559,-6.77265
417.046,1788243146.504586,1788243145.602988,-901.598,105.516,-0.80559,-6.77265
417.152,1788243146.608399,1788243145.70836,-900.038,105.372,-0.80559,-6.77265
417.248,1788243146.712447,1788243145.804854,-907.593,96.494,-0.80559,-6.77265
417.358,1788243146.816087,1788243145.914328,-901.758,109.474,-0.82038,-6.78314
417.458,1788243146.919546,1788243146.015068,-904.478,100.74,-0.82038,-6.78314
417.561,1788243147.023281,1788243146.117603,-905.678,102.535,-0.82038,-6.78314
417.672,1788243147.12704,1788243146.228647,-898.392,111.044,-0.82038,-6.78314
417.782,1788243147.2305,1788243146.338704,-891.796,110.057,-0.82038,-6.78314
417.878,1788243147.33423,1788243146.434869,-899.361,96.165,-0.82038,-6.78314
417.98,1788243147.437615,1788243146.537044,-900.571,102.175,-0.82038,-6.78314
418.086,1788243147.54138,1788243146.642915,-898.466,105.87,-0.82038,-6.78314
418.191,1788243147.645224,1788243146.747459,-897.765,104.545,-0.82038,-6.78314
418.287,1788243147.748833,1788243146.844195,-904.638,96.736,-0.82038,-6.78314
418.391,1788243147.852648,1788243146.94799,-904.658,103.795,-0.82038,-6.78314
418.496,1788243147.956175,1788243147.052568,-903.607,104.578,-0.82038,-6.78314
418.596,1788243148.059735,1788243147.152661,-907.073,100.094,-0.82038,-6.78314
418.701,1788243148.163383,1788243147.257569,-905.814,104.907,-0.82038,-6.78314
418.809,1788243148.267149,1788243147.365805,-901.344,108.237,-0.82038,-6.78314
418.91,1788243148.371425,1788243147.466282,-905.143,100.477,-0.82038,-6.78314
419.014,1788243148.475028,1788243147.570486,-904.542,104.204,-0.82038,-6.78314
419.122,1788243148.578332,1788243147.678593,-899.739,108.107,-0.82999,-6.99572
419.226,1788243148.681997,1788243147.782491,-899.506,103.898,-0.82999,-6.99572
419.333,1788243148.785593,1788243147.889638,-895.955,107.147,-0.82999,-6.99572
419.442,1788243148.889323,1788243147.998628,-890.695,108.99,-0.82999,-6.99572
419.532,1788243148.993192,1788243148.088415,-904.778,89.787,-0.82999,-6.99572
419.632,1788243149.096922,1788243148.189062,-907.86,100.647,-0.82999,-6.99572
419.743,1788243149.200434,1788243148.299589,-900.845,110.527,-0.82999,-6.99572
419.845,1788243149.304127,1788243148.402015,-902.111,102.427,-0.82999,-6.99572
419.951,1788243149.407681,1788243148.507364,-900.317,105.349,-0.82999,-6.99572
420.049,1788243149.511837,1788243148.606087,-905.749,98.723,-0.82999,-6.99572
420.158,1788243149.615433,1788243148.71487,-900.563,108.783,-0.82999,-6.99572
420.255,1788243149.71893,1788243148.81167,-907.259,96.8,-0.82999,-6.99572
420.364,1788243149.822576,1788243148.921141,-901.435,109.471,-0.82999,-6.99572
420.464,1788243149.92629,1788243149.02037,-905.92,99.229,-0.82999,-6.99572
420.567,1788243150.029828,1788243149.123296,-906.532,102.926,-0.82999,-6.99572
420.676,1788243150.133778,1788243149.232921,-900.856,109.625,-0.82999,-6.99572
420.779,1788243150.23744,1788243149.336212,-901.228,103.291,-0.82999,-6.99572
420.917,1788243150.341083,1788243149.473448,-867.634,137.236,-0.76776,-7.61098
420.99,1788243150.444876,1788243149.547266,-897.61,73.818,-0.76776,-7.61098
421.09,1788243150.548392,1788243149.64666,-901.732,99.393,-0.76776,-7.61098
421.191,1788243150.652067,1788243149.748016,-904.051,101.356,-0.76776,-7.61098
421.291,1788243150.755972,1788243149.848071,-907.9,100.055,-0.76776,-7.61098
421.396,1788243150.859457,1788243149.952546,-906.912,104.474,-0.76776,-7.61098
421.499,1788243150.963499,1788243150.055717,-907.783,103.171,-0.76776,-7.61098
421.609,1788243151.066982,1788243150.165574,-901.408,109.857,-0.76776,-7.61098
421.708,1788243151.170547,1788243150.264386,-906.161,98.813,-0.76776,-7.61098
421.847,1788243151.274576,1788243150.403881,-870.695,139.495,-0.76776,-7.61098
421.914,1788243151.377949,1788243150.470998,-906.95,67.117,-0.76776,-7.61098
422.023,1788243151.481938,1788243150.580062,-901.876,109.064,-0.76776,-7.61098
422.122,1788243151.585841,1788243150.679279,-906.562,99.216,-0.76776,-7.61098
422.229,1788243151.689242,1788243150.78543,-903.812,106.152,-0.76776,-7.61098
422.334,1788243151.792879,1788243150.890491,-902.388,105.061,-0.76776,-7.61098
422.438,1788243151.896866,1788243150.99468,-902.186,104.189,-0.76776,-7.61098
422.539,1788243152.00189,1788243151.096251,-905.639,101.571,-0.76776,-7.61098
422.64,1788243152.104315,1788243151.196538,-907.776,100.288,-0.76776,-7.61098
422.752,1788243152.207971,1788243151.308286,-899.684,111.748,-0.74678,-7.78822
422.849,1788243152.311685,1788243151.405539,-906.146,97.252,-0.74678,-7.78822
422.958,1788243152.416283,1788243151.514652,-901.63,109.114,-0.74678,-7.78822
423.057,1788243152.519536,1788243151.613326,-906.21,98.673,-0.74678,-7.78822
423.16,1788243152.623333,1788243151.716327,-907.005,103.001,-0.74678,-7.78822
423.268,1788243152.727382,1788243151.824331,-903.051,108.004,-0.74678,-7.78822
423.367,1788243152.831043,1788243151.923346,-907.697,99.015,-0.74678,-7.78822
423.472,1788243152.935305,1788243152.028931,-906.374,105.585,-0.74678,-7.78822
423.585,1788243153.03896,1788243152.141675,-897.284,112.744,-0.74678,-7.78822
423.683,1788243153.142532,1788243152.239941,-902.591,98.266,-0.74678,-7.78822
423.786,1788243153.246162,1788243152.343206,-902.957,103.265,-0.74678,-7.78822
423.891,1788243153.350044,1788243152.447625,-902.419,104.419,-0.74678,-7.78822
423.993,1788243153.454084,1788243152.549717,-904.367,102.092,-0.74678,-7.78822
424.098,1788243153.557473,1788243152.655245,-902.228,105.528,-0.74678,-7.78822
424.204,1788243153.661406,1788243152.760703,-900.703,105.458,-0.74678,-7.78822
424.303,1788243153.766253,1788243152.860215,-906.038,99.512,-0.74678,-7.78822
424.41,1788243153.868791,1788243152.966327,-902.464,106.112,-0.74678,-7.78822
424.509,1788243153.972522,1788243153.066171,-906.351,99.844,-0.74678,-7.78822
424.615,1788243154.075981,1788243153.172186,-903.795,106.016,-0.74678,-7.78822
424.718,1788243154.181098,1788243153.275277,-905.821,103.09,-0.74678,-7.78822
424.825,1788243154.283485,1788243153.381291,-902.194,106.014,-0.74678,-7.78822
424.926,1788243154.387616,1788243153.482531,-905.085,101.24,-0.74678,-7.78822
425.034,1788243154.491064,1788243153.590616,-900.447,108.086,-0.65357,-8.47918
425.13,1788243154.595087,1788243153.686567,-908.52,95.951,-0.65357,-8.47918
425.233,1788243154.698126,1788243153.790143,-907.983,103.576,-0.65357,-8.47918
425.339,1788243154.802012,1788243153.896103,-905.909,105.959,-0.65357,-8.47918
425.443,1788243154.906641,1788243153.999506,-907.135,103.403,-0.65357,-8.47918
425.547,1788243155.009971,1788243154.103365,-906.606,103.859,-0.65357,-8.47918
425.651,1788243155.113149,1788243154.207938,-905.211,104.573,-0.65357,-8.47918
425.753,1788243155.216878,1788243154.309722,-907.155,101.784,-0.65357,-8.47918
425.859,1788243155.32052,1788243154.415286,-905.234,105.564,-0.65357,-8.47918
425.964,1788243155.424411,1788243154.520442,-903.97,105.155,-0.65357,-8.47918
426.067,1788243155.528153,1788243154.623387,-904.766,102.946,-0.65357,-8.47918
426.169,1788243155.632551,1788243154.725347,-907.205,101.959,-0.65357,-8.47918
426.274,1788243155.73525,1788243154.830652,-904.598,105.305,-0.65357,-8.47918
426.375,1788243155.838758,1788243154.932177,-906.58,101.525,-0.65357,-8.47918
426.479,1788243155.942653,1788243155.035292,-907.362,103.115,-0.65357,-8.47918
426.586,1788243156.046335,1788243155.143208,-903.126,107.916,-0.65357,-8.47918
426.688,1788243156.150357,1788243155.24507,-905.287,101.862,-0.65357,-8.47918
426.794,1788243156.253954,1788243155.350358,-903.596,105.288,-0.65357,-8.47918
426.9,1788243156.357781,1788243155.456507,-901.274,106.149,-0.65357,-8.47918
426.998,1788243156.461276,1788243155.554472,-906.804,97.965,-0.65357,-8.47918
427.103,1788243156.564901,1788243155.659435,-905.466,104.963,-0.65357,-8.47918
427.223,1788243156.668783,1788243155.779773,-889.011,120.337,-0.65357,-8.47918
427.346,1788243156.772294,1788243155.902967,-869.327,123.194,-0.65357,-8.47918
427.416,1788243156.87628,1788243155.972346,-903.934,69.379,-0.65357,-8.47918
427.516,1788243156.979699,1788243156.073012,-906.687,100.666,-0.65357,-8.47918
427.62,1788243157.083428,1788243156.176926,-906.501,103.915,-0.65357,-8.47918
427.771,1788243157.187053,1788243156.328048,-859.006,151.121,-0.65357,-8.47918
427.829,1788243157.290788,1788243156.386218,-904.57,58.171,-0.65357,-8.47918
427.957,1788243157.394697,1788243156.513699,-880.997,127.481,-0.65357,-8.47918
428.037,1788243157.498156,1788243156.594035,-904.121,80.336,-0.65357,-8.47918
428.138,1788243157.601691,1788243156.694515,-907.176,100.48,-0.65357,-8.47918
428.243,1788243157.705183,1788243156.800213,-904.969,105.698,-0.65357,-8.47918
428.356,1788243157.809256,1788243156.912284,-896.972,112.071,-0.714,-8.43922
428.453,1788243157.912659,1788243157.009482,-903.177,97.198,-0.714,-8.43922
428.553,1788243158.016534,1788243157.110163,-906.371,100.681,-0.714,-8.43922
428.657,1788243158.12018,1788243157.213296,-906.884,103.133,-0.714,-8.43922
428.761,1788243158.224667,1788243157.317679,-906.988,104.383,-0.714,-8.43922
428.868,1788243158.32795,1788243157.424438,-903.512,106.759,-0.714,-8.43922
428.975,1788243158.431786,1788243157.532043,-899.743,107.605,-0.714,-8.43922
429.074,1788243158.535473,1788243157.630615,-904.858,98.572,-0.714,-8.43922
429.18,1788243158.639073,1788243157.736292,-902.781,105.677,-0.714,-8.43922
429.278,1788243158.742804,1788243157.834285,-908.519,97.993,-0.714,-8.43922
429.384,1788243158.846442,1788243157.941216,-905.226,106.931,-0.714,-8.43922
429.486,1788243158.950274,1788243158.042339,-907.934,101.123,-0.714,-8.43922
429.599,1788243159.053998,1788243158.156251,-897.747,113.911,-0.714,-8.43922
429.694,1788243159.157641,1788243158.251027,-906.614,94.776,-0.714,-8.43922
429.8,1788243159.261155,1788243158.356863,-904.292,105.836,-0.714,-8.43922
429.907,1788243159.365311,1788243158.463337,-901.974,106.474,-0.714,-8.43922
430.006,1788243159.469117,1788243158.562957,-906.16,99.62,-0.714,-8.43922
430.11,1788243159.573711,1788243158.666579,-907.132,103.622,-0.714,-8.43922
430.222,1788243159.676769,1788243158.778402,-898.367,111.823,-0.714,-8.43922
430.327,1788243159.780296,1788243158.883419,-896.878,105.016,-0.77803,-8.47402
430.425,1788243159.884115,1788243158.981766,-902.348,98.348,-0.77803,-8.47402
430.529,1788243159.987866,1788243159.085659,-902.208,103.893,-0.77803,-8.47402
430.64,1788243160.091524,1788243159.197197,-894.328,111.538,-0.77803,-8.47402
430.741,1788243160.195727,1788243159.29738,-898.347,100.183,-0.77803,-8.47402
430.845,1788243160.2994,1788243159.402,-897.399,104.62,-0.77803,-8.47402
430.939,1788243160.402798,1788243159.495954,-906.844,93.954,-0.77803,-8.47402
431.044,1788243160.506474,1788243159.600642,-905.832,104.688,-0.77803,-8.47402
431.148,1788243160.610458,1788243159.704879,-905.58,104.237,-0.77803,-8.47402
431.255,1788243160.714298,1788243159.811383,-902.915,106.504,-0.77803,-8.47402
431.353,1788243160.817931,1788243159.91026,-907.671,98.877,-0.77803,-8.47402
431.476,1788243160.921646,1788243160.033115,-888.531,122.855,-0.77803,-8.47402
431.562,1788243161.025325,1788243160.119255,-906.07,86.14,-0.77803,-8.47402
431.675,1788243161.128839,1788243160.231902,-896.936,112.647,-0.77803,-8.47402
431.778,1788243161.23476,1788243160.334926,-899.834,103.024,-0.77803,-8.47402
431.878,1788243161.337047,1788243160.434505,-902.542,99.578,-0.77803,-8.47402
432.036,1788243161.440522,1788243160.592622,-847.9,158.118,-0.77803,-8.47402
432.083,1788243161.54479,1788243160.639681,-905.109,47.059,-0.77803,-8.47402
432.197,1788243161.648359,1788243160.753759,-894.6,114.078,-0.85655,-8.24584
432.296,1788243161.752212,1788243160.852841,-899.371,99.082,-0.85655,-8.24584
432.392,1788243161.856054,1788243160.948824,-907.229,95.983,-0.85655,-8.24584
432.498,1788243161.959876,1788243161.054904,-904.972,106.08,-0.85655,-8.24584
432.604,1788243162.063675,1788243161.161191,-902.484,106.287,-0.85655,-8.24584
432.712,1788243162.167428,1788243161.269017,-898.412,107.826,-0.85655,-8.24584
432.814,1788243162.271313,1788243161.371117,-900.197,102.1,-0.85655,-8.24584
432.912,1788243162.37531,1788243161.469067,-906.243,97.95,-0.85655,-8.24584
433.019,1788243162.478854,1788243161.576121,-902.733,107.054,-0.85655,-8.24584
433.131,1788243162.582672,1788243161.687303,-895.369,111.181,-0.85655,-8.24584
433.24,1788243162.686559,1788243161.796438,-890.12,109.136,-0.85655,-8.24584
433.333,1788243162.790123,1788243161.889645,-900.478,93.206,-0.85655,-8.24584
433.432,1788243162.894348,1788243161.988767,-905.581,99.122,-0.85655,-8.24584
433.534,1788243162.997606,1788243162.09075,-906.857,101.983,-0.85655,-8.24584
433.641,1788243163.101059,1788243162.197896,-903.162,107.147,-0.85655,-8.24584
433.741,1788243163.204718,1788243162.297971,-906.747,100.075,-0.85655,-8.24584
433.909,1788243163.308458,1788243162.465919,-842.539,167.947,-0.85655,-8.24584
433.964,1788243163.41203,1788243162.521157,-890.873,55.239,-0.99981,-7.62672
434.053,1788243163.516245,1788243162.6094,-906.845,88.243,-0.99981,-7.62672
434.163,1788243163.619809,1788243162.719729,-900.08,110.329,-0.99981,-7.62672
434.268,1788243163.723406,1788243162.825034,-898.372,105.305,-0.99981,-7.62672
434.365,1788243163.827099,1788243162.921322,-905.777,96.288,-0.99981,-7.62672
434.468,1788243163.931031,1788243163.024651,-906.38,103.328,-0.99981,-7.62672
434.571,1788243164.034688,1788243163.127884,-906.803,103.234,-0.99981,-7.62672
434.679,1788243164.138409,1788243163.235379,-903.03,107.495,-0.99981,-7.62672
434.783,1788243164.242003,1788243163.339891,-902.112,104.511,-0.99981,-7.62672
434.883,1788243164.345604,1788243163.440084,-905.52,100.193,-0.99981,-7.62672
434.99,1788243164.449485,1788243163.547205,-902.28,107.121,-0.99981,-7.62672
435.093,1788243164.553092,1788243163.649724,-903.368,102.519,-0.99981,-7.62672
435.194,1788243164.656755,1788243163.750503,-906.253,100.779,-0.99981,-7.62672
435.3,1788243164.760319,1788243163.856637,-903.682,106.134,-0.99981,-7.62672
435.399,1788243164.863666,1788243163.956214,-907.452,99.577,-0.99981,-7.62672
435.506,1788243164.967383,1788243164.06283,-904.552,106.616,-0.99981,-7.62672
435.609,1788243165.071389,1788243164.166252,-905.137,103.422,-0.99981,-7.62672
435.722,1788243165.175228,1788243164.278541,-896.687,112.289,-0.92811,-8.30965
435.823,1788243165.278702,1788243164.379647,-899.054,101.106,-0.92811,-8.30965
435.92,1788243165.3838,1788243164.477277,-906.522,97.63,-0.92811,-8.30965
436.033,1788243165.486322,1788243164.58961,-896.712,112.333,-0.92811,-8.30965
436.133,1788243165.590523,1788243164.689321,-901.202,99.71,-0.92811,-8.30965
436.234,1788243165.694335,1788243164.790352,-903.983,101.031,-0.92811,-8.30965
436.339,1788243165.797961,1788243164.895952,-902.009,105.601,-0.92811,-8.30965
436.438,1788243165.901643,1788243164.994576,-907.067,98.623,-0.92811,-8.30965
436.599,1788243166.005486,1788243165.156057,-849.429,161.481,-0.92811,-8.30965
436.655,1788243166.109236,1788243165.212179,-897.057,56.122,-0.92811,-8.30965
436.754,1788243166.213009,1788243165.310388,-902.621,98.209,-0.92811,-8.30965
436.872,1788243166.316955,1788243165.428433,-888.522,118.045,-0.92811,-8.30965
436.96,1788243166.420915,1788243165.51728,-903.635,88.848,-0.92811,-8.30965
437.068,1788243166.524669,1788243165.624684,-899.985,107.404,-0.92811,-8.30965
437.165,1788243166.628211,1788243165.721457,-906.754,96.773,-0.92811,-8.30965
437.269,1788243166.731985,1788243165.825461,-906.523,104.004,-0.92811,-8.30965
437.377,1788243166.835524,1788243165.934052,-901.471,108.591,-0.92811,-8.30965
437.482,1788243166.939055,1788243166.038342,-900.713,104.29,-0.93024,-8.1712
437.585,1788243167.042957,1788243166.141855,-901.101,103.513,-0.93024,-8.1712
437.689,1788243167.146655,1788243166.245988,-900.667,104.132,-0.93024,-8.1712
437.79,1788243167.250296,1788243166.346907,-903.389,100.919,-0.93024,-8.1712
437.895,1788243167.354218,1788243166.451628,-902.59,104.721,-0.93024,-8.1712
437.994,1788243167.457926,1788243166.550289,-907.637,98.66,-0.93024,-8.1712
438.097,1788243167.561711,1788243166.65415,-907.561,103.862,-0.93024,-8.1712
438.208,1788243167.665395,1788243166.76462,-900.776,110.469,-0.93024,-8.1712
438.308,1788243167.769141,1788243166.864362,-904.779,99.742,-0.93024,-8.1712
438.453,1788243167.873131,1788243167.009398,-863.733,145.036,-0.93024,-8.1712
438.518,1788243167.976815,1788243167.075157,-901.657,65.759,-0.93024,-8.1712
438.636,1788243168.080451,1788243167.192516,-887.935,117.359,-0.93024,-8.1712
438.728,1788243168.184006,1788243167.284568,-899.438,92.052,-0.93024,-8.1712
438.834,1788243168.288002,1788243167.391266,-896.735,106.698,-0.93024,-8.1712
438.944,1788243168.39176,1788243167.500671,-891.09,109.405,-0.93024,-8.1712
439.037,1788243168.49511,1788243167.593617,-901.493,92.946,-0.93024,-8.1712
439.141,1788243168.598855,1788243167.697992,-900.863,104.375,-0.93024,-8.1712
439.249,1788243168.702564,1788243167.806002,-896.563,108.01,-0.97066,-8.31373
439.344,1788243168.806367,1788243167.901232,-905.135,95.23,-0.97066,-8.31373
439.448,1788243168.909904,1788243168.004382,-905.523,103.15,-0.97066,-8.31373
439.551,1788243169.013796,1788243168.10782,-905.977,103.438,-0.97066,-8.31373
439.667,1788243169.117704,1788243168.223963,-893.742,116.143,-0.97066,-8.31373
439.773,1788243169.221042,1788243168.330241,-890.801,106.278,-0.97066,-8.31373
439.868,1788243169.325032,1788243168.424727,-900.305,94.487,-0.97066,-8.31373
439.969,1788243169.428865,1788243168.525903,-902.962,101.175,-0.97066,-8.31373
440.083,1788243169.532559,1788243168.639504,-893.055,113.601,-0.97066,-8.31373
440.18,1788243169.636201,1788243168.736802,-899.399,97.298,-0.97066,-8.31373
440.295,1788243169.740719,1788243168.851404,-889.315,114.602,-0.97066,-8.31373
440.386,1788243169.843857,1788243168.942316,-901.541,90.912,-0.97066,-8.31373
440.485,1788243169.947676,1788243169.041972,-905.704,99.656,-0.97066,-8.31373
440.589,1788243170.051227,1788243169.145675,-905.551,103.703,-0.97066,-8.31373
440.697,1788243170.155802,1788243169.253417,-902.385,107.742,-0.97066,-8.31373
440.794,1788243170.258481,1788243169.351021,-907.46,97.603,-0.97066,-8.31373
440.922,1788243170.362249,1788243169.47886,-883.389,127.84,-0.97066,-8.31373
441.007,1788243170.465878,1788243169.563477,-902.401,84.617,-0.96001,-8.58596
441.11,1788243170.569564,1788243169.666715,-902.849,103.238,-0.96001,-8.58596
441.211,1788243170.673223,1788243169.76781,-905.413,101.095,-0.96001,-8.58596
441.32,1788243170.777145,1788243169.876795,-900.35,108.984,-0.96001,-8.58596
441.422,1788243170.88063,1788243169.978798,-901.833,102.003,-0.96001,-8.58596
441.522,1788243170.984306,1788243170.079207,-905.099,100.41,-0.96001,-8.58596
441.634,1788243171.088384,1788243170.191088,-897.296,111.88,-0.96001,-8.58596
441.728,1788243171.192135,1788243170.284797,-907.338,93.71,-0.96001,-8.58596
441.845,1788243171.29604,1788243170.401439,-894.601,116.641,-0.96001,-8.58596
441.939,1788243171.399375,1788243170.495477,-903.898,94.038,-0.96001,-8.58596
442.039,1788243171.503024,1788243170.596211,-906.813,100.734,-0.96001,-8.58596
442.148,1788243171.607491,1788243170.70442,-903.07,108.209,-0.96001,-8.58596
442.252,1788243171.710337,1788243170.808712,-901.625,104.292,-0.96001,-8.58596
442.356,1788243171.814148,1788243170.913267,-900.882,104.555,-0.96001,-8.58596
442.453,1788243171.917712,1788243171.009917,-907.795,96.651,-0.96001,-8.58596
442.559,1788243172.021283,1788243171.116199,-905.084,106.282,-0.96001,-8.58596
442.726,1788243172.125292,1788243171.282555,-842.738,166.355,-0.96001,-8.58596
442.772,1788243172.229033,1788243171.328588,-900.445,46.033,-0.83658,-9.29811
442.868,1788243172.332602,1788243171.424813,-907.789,96.225,-0.83658,-9.29811
442.977,1788243172.436139,1788243171.533465,-902.674,108.652,-0.83658,-9.29811
443.079,1788243172.539856,1788243171.635683,-904.173,102.218,-0.83658,-9.29811
443.183,1788243172.643647,1788243171.739714,-903.933,104.031,-0.83658,-9.29811
443.284,1788243172.747416,1788243171.840282,-907.133,100.568,-0.83658,-9.29811
443.386,1788243172.850883,1788243171.942795,-908.088,102.513,-0.83658,-9.29811
443.493,1788243172.954805,1788243172.049499,-905.306,106.704,-0.83658,-9.29811
443.598,1788243173.058488,1788243172.155037,-903.451,105.538,-0.83658,-9.29811
443.698,1788243173.162338,1788243172.254456,-907.881,99.419,-0.83658,-9.29811
443.804,1788243173.265955,1788243172.361161,-904.794,106.705,-0.83658,-9.29811
443.909,1788243173.369846,1788243172.465436,-904.41,104.275,-0.83658,-9.29811
444.01,1788243173.47486,1788243172.566355,-908.505,100.919,-0.83658,-9.29811
444.115,1788243173.577112,1788243172.671587,-905.525,105.232,-0.83658,-9.29811
444.217,1788243173.680863,1788243172.773504,-907.359,101.916,-0.83658,-9.29811
444.322,1788243173.784755,1788243172.879057,-905.698,105.553,-0.83658,-9.29811
444.425,1788243173.88855,1788243172.982171,-906.378,103.115,-0.83658,-9.29811
444.531,1788243173.991994,1788243173.087355,-904.638,105.184,-0.83658,-9.29811
444.636,1788243174.096111,1788243173.192907,-903.203,105.552,-0.84198,-9.38836
444.736,1788243174.199563,1788243173.29268,-906.883,99.773,-0.84198,-9.38836
444.846,1788243174.303119,1788243173.402629,-900.49,109.949,-0.84198,-9.38836
444.944,1788243174.406726,1788243173.500448,-906.279,97.819,-0.84198,-9.38836
445.051,1788243174.510659,1788243173.607657,-903.002,107.21,-0.84198,-9.38836
445.154,1788243174.61412,1788243173.710716,-903.404,103.059,-0.84198,-9.38836
445.268,1788243174.717977,1788243173.824882,-893.095,114.166,-0.84198,-9.38836
445.359,1788243174.821683,1788243173.915771,-905.913,90.889,-0.84198,-9.38836
445.463,1788243174.925586,1788243174.019984,-905.603,104.213,-0.84198,-9.38836
445.567,1788243175.029377,1788243174.124088,-905.288,104.105,-0.84198,-9.38836
445.673,1788243175.132996,1788243174.229629,-903.368,105.541,-0.84198,-9.38836
445.776,1788243175.236759,1788243174.333263,-903.496,103.635,-0.84198,-9.38836
445.875,1788243175.340399,1788243174.431741,-908.659,98.477,-0.84198,-9.38836
445.98,1788243175.443997,1788243174.536897,-907.1,105.156,-0.84198,-9.38836
446.086,1788243175.547946,1788243174.642821,-905.125,105.924,-0.84198,-9.38836
446.187,1788243175.651523,1788243174.743642,-907.881,100.821,-0.84198,-9.38836
446.291,1788243175.755412,1788243174.847739,-907.673,104.098,-0.84198,-9.38836
446.395,1788243175.859051,1788243174.951391,-907.66,103.652,-0.84198,-9.38836
446.504,1788243175.9628,1788243175.060295,-902.504,108.904,-0.79522,-9.85749
446.605,1788243176.066543,1788243175.162184,-904.359,101.889,-0.79522,-9.85749
446.71,1788243176.170382,1788243175.267091,-903.291,104.907,-0.79522,-9.85749
446.821,1788243176.27395,1788243175.377832,-896.118,110.741,-0.79522,-9.85749
446.92,1788243176.377681,1788243175.476382,-901.299,98.55,-0.79522,-9.85749
447.021,1788243176.481378,1788243175.578247,-903.131,101.865,-0.79522,-9.85749
447.128,1788243176.584949,1788243175.685131,-899.818,106.884,-0.79522,-9.85749
447.236,1788243176.688881,1788243175.792481,-896.4,107.35,-0.79522,-9.85749
447.335,1788243176.79269,1788243175.891304,-901.386,98.823,-0.79522,-9.85749
447.433,1788243176.896586,1788243175.990203,-906.383,98.899,-0.79522,-9.85749
447.543,1788243177.000043,1788243176.100204,-899.839,110.001,-0.79522,-9.85749
