t_rel_s,stamp_s,recv_s,latency_ms,gap_since_prev_ms,tx,ty
127.723,1788242857.178777,1788242856.279516,-899.261,99.568,7e-05,-0.00798
127.824,1788242857.281452,1788242856.380569,-900.883,101.053,7e-05,-0.00798
127.925,1788242857.384426,1788242856.481404,-903.022,100.835,7e-05,-0.00798
128.034,1788242857.487706,1788242856.590951,-896.755,109.547,7e-05,-0.00798
128.131,1788242857.590641,1788242856.687855,-902.786,96.903,7e-05,-0.00798
128.234,1788242857.693879,1788242856.790962,-902.917,103.107,7e-05,-0.00798
128.337,1788242857.797223,1788242856.893707,-903.516,102.745,7e-05,-0.00798
128.444,1788242857.900167,1788242857.000575,-899.593,106.868,7e-05,-0.00798
128.543,1788242858.003503,1788242857.10016,-903.343,99.585,7e-05,-0.00798
128.646,1788242858.106934,1788242857.203072,-903.862,102.912,7e-05,-0.00798
128.749,1788242858.210104,1788242857.305697,-904.407,102.626,7e-05,-0.00798
128.852,1788242858.313064,1788242857.408382,-904.682,102.685,7e-05,-0.00798
129.085,1788242858.416102,1788242857.641438,-774.664,233.056,7e-05,-0.00798
129.085,1788242858.519157,1788242857.641802,-877.355,0.364,7e-05,-0.00798
129.164,1788242858.62214,1788242857.721002,-901.138,79.2,7e-05,-0.00798
129.27,1788242858.725925,1788242857.827148,-898.777,106.146,7e-05,-0.00798
129.367,1788242858.828697,1788242857.923631,-905.066,96.483,7e-05,-0.00798
129.472,1788242858.931523,1788242858.029028,-902.495,105.397,7e-05,-0.00798
129.58,1788242859.034894,1788242858.136283,-898.611,107.255,7e-05,-0.00798
129.677,1788242859.13782,1788242858.234175,-903.645,97.892,7e-05,-0.00798
129.782,1788242859.240984,1788242858.338697,-902.287,104.522,7e-05,-0.00798
129.884,1788242859.344254,1788242858.440387,-903.866,101.691,7e-05,-0.00798
129.988,1788242859.446903,1788242858.54454,-902.363,104.153,7e-05,-0.00798
130.09,1788242859.550268,1788242858.647195,-903.073,102.655,7e-05,-0.00798
130.193,1788242859.653326,1788242858.750044,-903.282,102.849,7e-05,-0.00798
130.295,1788242859.756301,1788242858.852184,-904.116,102.14,7e-05,-0.00798
130.406,1788242859.859531,1788242858.962671,-896.86,110.487,7e-05,-0.00798
130.504,1788242859.962578,1788242859.061196,-901.382,98.525,7e-05,-0.00798
130.608,1788242860.066045,1788242859.164475,-901.57,103.28,7e-05,-0.00798
130.713,1788242860.169701,1788242859.269393,-900.308,104.918,7e-05,-0.00798
130.815,1788242860.272582,1788242859.371733,-900.849,102.34,7e-05,-0.00798
130.915,1788242860.37595,1788242859.471308,-904.642,99.575,7e-05,-0.00798
131.017,1788242860.478444,1788242859.574003,-904.441,102.695,7e-05,-0.00798
131.126,1788242860.581667,1788242859.682771,-898.896,108.768,7e-05,-0.00798
131.228,1788242860.685016,1788242859.784602,-900.414,101.831,7e-05,-0.00798
131.331,1788242860.788133,1788242859.887353,-900.78,102.751,7e-05,-0.00798
131.432,1788242860.891315,1788242859.989203,-902.112,101.85,7e-05,-0.00798
131.535,1788242860.994792,1788242860.091288,-903.504,102.084,7e-05,-0.00798
131.637,1788242861.098427,1788242860.194067,-904.361,102.779,7e-05,-0.00798
131.743,1788242861.200875,1788242860.299889,-900.987,105.822,7e-05,-0.00798
131.844,1788242861.303999,1788242860.400833,-903.166,100.945,7e-05,-0.00798
131.947,1788242861.407066,1788242860.503712,-903.354,102.879,7e-05,-0.00798
132.05,1788242861.510614,1788242860.606643,-903.971,102.931,7e-05,-0.00798
132.153,1788242861.613602,1788242860.710253,-903.349,103.61,7e-05,-0.00798
132.256,1788242861.716515,1788242860.813222,-903.293,102.969,7e-05,-0.00798
132.362,1788242861.819949,1788242860.918703,-901.246,105.48,7e-05,-0.00798
132.464,1788242861.92296,1788242861.02034,-902.62,101.637,7e-05,-0.00798
132.568,1788242862.026908,1788242861.124326,-902.582,103.987,7e-05,-0.00798
132.669,1788242862.129276,1788242861.226174,-903.101,101.848,7e-05,-0.00798
132.773,1788242862.232236,1788242861.329421,-902.815,103.247,7e-05,-0.00798
132.875,1788242862.335755,1788242861.431569,-904.186,102.148,7e-05,-0.00798
132.979,1788242862.438669,1788242861.535875,-902.794,104.306,7e-05,-0.00798
133.086,1788242862.541942,1788242861.642638,-899.304,106.763,7e-05,-0.00798
133.186,1788242862.645014,1788242861.743147,-901.867,100.509,7e-05,-0.00798
133.287,1788242862.748409,1788242861.844111,-904.297,100.965,7e-05,-0.00798
133.392,1788242862.851527,1788242861.949007,-902.52,104.895,7e-05,-0.00798
133.494,1788242862.955032,1788242862.051168,-903.864,102.161,7e-05,-0.00798
133.604,1788242863.058046,1788242862.160973,-897.073,109.805,7e-05,-0.00798
133.786,1788242863.160611,1788242862.343029,-817.582,182.056,7e-05,-0.00798
133.804,1788242863.264076,1788242862.3611,-902.976,18.071,7e-05,-0.00798
133.913,1788242863.367458,1788242862.46996,-897.498,108.86,7e-05,-0.00798
134.012,1788242863.470387,1788242862.569028,-901.358,99.068,7e-05,-0.00798
134.113,1788242863.573409,1788242862.669959,-903.45,100.93,7e-05,-0.00798
134.219,1788242863.676778,1788242862.775676,-901.101,105.718,7e-05,-0.00798
134.322,1788242863.780124,1788242862.878945,-901.178,103.269,7e-05,-0.00798
134.424,1788242863.883022,1788242862.980898,-902.124,101.953,7e-05,-0.00798
134.528,1788242863.986452,1788242863.084382,-902.071,103.484,7e-05,-0.00798
134.629,1788242864.089606,1788242863.185862,-903.744,101.48,7e-05,-0.00798
134.734,1788242864.192919,1788242863.290294,-902.625,104.432,7e-05,-0.00798
134.836,1788242864.296067,1788242863.393267,-902.8,102.973,7e-05,-0.00798
134.939,1788242864.399054,1788242863.496002,-903.052,102.735,7e-05,-0.00798
135.043,1788242864.502301,1788242863.599983,-902.317,103.981,7e-05,-0.00798
135.147,1788242864.605255,1788242863.704137,-901.118,104.154,7e-05,-0.00798
135.248,1788242864.708272,1788242863.804393,-903.879,100.256,7e-05,-0.00798
135.353,1788242864.811292,1788242863.909366,-901.926,104.973,7e-05,-0.00798
135.455,1788242864.914751,1788242864.01184,-902.912,102.473,7e-05,-0.00798
135.559,1788242865.017732,1788242864.115467,-902.265,103.628,7e-05,-0.00798
135.661,1788242865.120875,1788242864.217878,-902.997,102.411,7e-05,-0.00798
135.766,1788242865.22398,1788242864.322303,-901.678,104.424,7e-05,-0.00798
135.866,1788242865.328533,1788242864.423236,-905.298,100.933,7e-05,-0.00798
135.973,1788242865.430226,1788242864.529801,-900.425,106.565,7e-05,-0.00798
136.071,1788242865.53317,1788242864.627966,-905.204,98.165,7e-05,-0.00798
136.177,1788242865.636196,1788242864.734002,-902.194,106.036,7e-05,-0.00798
136.279,1788242865.73934,1788242864.835744,-903.596,101.743,7e-05,-0.00798
136.382,1788242865.84269,1788242864.938535,-904.155,102.791,7e-05,-0.00798
136.486,1788242865.945596,1788242865.04265,-902.946,104.114,7e-05,-0.00798
136.588,1788242866.049253,1788242865.145164,-904.09,102.514,7e-05,-0.00798
136.691,1788242866.15224,1788242865.24754,-904.7,102.376,7e-05,-0.00798
136.793,1788242866.255232,1788242865.350264,-904.968,102.724,7e-05,-0.00798
136.898,1788242866.358284,1788242865.454748,-903.536,104.484,7e-05,-0.00798
137.002,1788242866.461285,1788242865.558745,-902.54,103.997,7e-05,-0.00798
137.104,1788242866.564276,1788242865.661037,-903.238,102.292,7e-05,-0.00798
137.208,1788242866.667811,1788242865.764576,-903.235,103.539,7e-05,-0.00798
137.312,1788242866.77071,1788242865.868891,-901.818,104.315,7e-05,-0.00798
137.414,1788242866.873974,1788242865.971242,-902.732,102.351,7e-05,-0.00798
137.518,1788242866.977161,1788242866.074687,-902.474,103.445,7e-05,-0.00798
137.62,1788242867.080255,1788242866.176956,-903.299,102.269,7e-05,-0.00798
137.725,1788242867.183212,1788242866.28169,-901.522,104.734,7e-05,-0.00798
137.827,1788242867.286404,1788242866.383838,-902.566,102.148,7e-05,-0.00798
137.928,1788242867.389542,1788242866.485104,-904.438,101.266,7e-05,-0.00798
138.036,1788242867.492599,1788242866.592574,-900.025,107.47,7e-05,-0.00798
138.136,1788242867.595938,1788242866.692866,-903.072,100.292,7e-05,-0.00798
138.241,1788242867.699019,1788242866.797703,-901.316,104.837,7e-05,-0.00798
138.396,1788242867.802371,1788242866.952403,-849.967,154.7,7e-05,-0.00798
138.447,1788242867.90589,1788242867.003991,-901.899,51.588,7e-05,-0.00798
138.549,1788242868.008877,1788242867.10581,-903.067,101.819,7e-05,-0.00798
138.655,1788242868.111827,1788242867.211323,-900.504,105.513,7e-05,-0.00798
138.754,1788242868.215213,1788242867.311186,-904.027,99.863,7e-05,-0.00798
138.858,1788242868.318215,1788242867.414858,-903.357,103.671,7e-05,-0.00798
138.963,1788242868.421351,1788242867.519949,-901.402,105.091,7e-05,-0.00798
139.065,1788242868.52454,1788242867.621367,-903.173,101.418,7e-05,-0.00798
139.167,1788242868.627596,1788242867.723896,-903.7,102.529,7e-05,-0.00798
139.272,1788242868.730973,1788242867.829184,-901.788,105.289,7e-05,-0.00798
139.372,1788242868.835128,1788242867.928825,-906.303,99.641,7e-05,-0.00798
139.476,1788242868.93691,1788242868.032418,-904.492,103.593,7e-05,-0.00798
139.583,1788242869.04008,1788242868.139852,-900.227,107.434,7e-05,-0.00798
139.688,1788242869.14328,1788242868.244622,-898.658,104.77,7e-05,-0.00798
139.789,1788242869.24684,1788242868.345537,-901.303,100.915,7e-05,-0.00798
139.892,1788242869.350047,1788242868.449017,-901.03,103.48,7e-05,-0.00798
139.997,1788242869.452807,1788242868.554152,-898.655,105.135,7e-05,-0.00798
140.096,1788242869.556142,1788242868.652756,-903.386,98.604,7e-05,-0.00798
140.202,1788242869.65907,1788242868.758493,-900.577,105.737,7e-05,-0.00798
140.304,1788242869.762037,1788242868.861014,-901.023,102.521,7e-05,-0.00798
140.407,1788242869.865355,1788242868.964145,-901.21,103.131,7e-05,-0.00798
140.508,1788242869.968504,1788242869.06482,-903.685,100.675,7e-05,-0.00798
140.615,1788242870.071586,1788242869.171645,-899.94,106.826,7e-05,-0.00798
140.715,1788242870.175035,1788242869.272035,-903.0,100.389,7e-05,-0.00798
140.817,1788242870.278096,1788242869.373776,-904.32,101.742,7e-05,-0.00798
140.924,1788242870.38121,1788242869.480626,-900.584,106.85,7e-05,-0.00798
141.027,1788242870.484488,1788242869.583312,-901.175,102.686,7e-05,-0.00798
141.13,1788242870.58832,1788242869.686659,-901.661,103.347,7e-05,-0.00798
141.232,1788242870.69185,1788242869.789145,-902.705,102.486,7e-05,-0.00798
141.334,1788242870.794604,1788242869.891002,-903.602,101.857,7e-05,-0.00798
141.437,1788242870.897622,1788242869.994271,-903.352,103.269,7e-05,-0.00798
141.541,1788242871.000571,1788242870.097337,-903.234,103.066,7e-05,-0.00798
141.643,1788242871.103572,1788242870.200154,-903.418,102.817,7e-05,-0.00798
141.746,1788242871.206786,1788242870.30304,-903.746,102.886,7e-05,-0.00798
141.85,1788242871.31029,1788242870.406472,-903.818,103.432,7e-05,-0.00798
141.954,1788242871.413388,1788242870.510384,-903.003,103.912,7e-05,-0.00798
142.056,1788242871.516536,1788242870.612709,-903.827,102.324,7e-05,-0.00798
142.162,1788242871.619977,1788242870.719187,-900.79,106.478,7e-05,-0.00798
142.263,1788242871.722964,1788242870.819923,-903.041,100.736,7e-05,-0.00798
142.368,1788242871.82737,1788242870.92437,-903.0,104.447,7e-05,-0.00798
142.469,1788242871.931239,1788242871.025377,-905.862,101.007,7e-05,-0.00798
142.572,1788242872.032175,1788242871.128476,-903.699,103.099,7e-05,-0.00798
142.692,1788242872.136003,1788242871.248404,-887.599,119.928,7e-05,-0.00798
142.778,1788242872.238997,1788242871.334945,-904.053,86.541,7e-05,-0.00798
142.894,1788242872.342087,1788242871.451017,-891.07,116.072,7e-05,-0.00798
142.986,1788242872.445206,1788242871.542433,-902.773,91.416,7e-05,-0.00798
143.088,1788242872.548666,1788242871.644289,-904.377,101.855,7e-05,-0.00798
143.192,1788242872.651551,1788242871.748434,-903.117,104.146,7e-05,-0.00798
143.298,1788242872.75468,1788242871.854591,-900.088,106.157,7e-05,-0.00798
143.399,1788242872.857636,1788242871.955546,-902.091,100.955,7e-05,-0.00798
143.503,1788242872.960849,1788242872.059898,-900.951,104.352,7e-05,-0.00798
143.605,1788242873.064033,1788242872.161371,-902.663,101.473,7e-05,-0.00798
143.711,1788242873.16752,1788242872.267318,-900.202,105.947,7e-05,-0.00798
143.809,1788242873.270381,1788242872.365692,-904.689,98.374,7e-05,-0.00798
143.914,1788242873.373362,1788242872.470364,-902.998,104.672,7e-05,-0.00798
144.023,1788242873.476503,1788242872.579716,-896.787,109.352,7e-05,-0.00798
144.12,1788242873.579749,1788242872.676525,-903.224,96.81,7e-05,-0.00798
144.231,1788242873.682953,1788242872.787626,-895.327,111.1,7e-05,-0.00798
144.327,1788242873.786394,1788242872.883937,-902.457,96.311,7e-05,-0.00798
144.435,1788242873.88975,1788242872.991375,-898.375,107.438,7e-05,-0.00798
144.534,1788242873.992672,1788242873.091041,-901.631,99.666,7e-05,-0.00798
144.636,1788242874.096093,1788242873.193213,-902.88,102.171,7e-05,-0.00798
144.742,1788242874.199398,1788242873.298683,-900.715,105.471,7e-05,-0.00798
144.95,1788242874.302428,1788242873.5066,-795.828,207.917,7e-05,-0.00798
144.951,1788242874.405785,1788242873.508134,-897.65,1.534,7e-05,-0.00798
145.049,1788242874.508461,1788242873.605525,-902.936,97.39,7e-05,-0.00798
145.155,1788242874.611494,1788242873.712256,-899.238,106.731,7e-05,-0.00798
145.257,1788242874.714458,1788242873.814159,-900.299,101.903,7e-05,-0.00798
145.358,1788242874.817603,1788242873.915116,-902.488,100.957,7e-05,-0.00798
145.462,1788242874.921045,1788242874.018839,-902.206,103.723,7e-05,-0.00798
145.564,1788242875.024229,1788242874.121227,-903.001,102.388,7e-05,-0.00798
145.666,1788242875.128307,1788242874.222904,-905.403,101.677,7e-05,-0.00798
145.775,1788242875.23062,1788242874.331652,-898.968,108.748,7e-05,-0.00798
145.875,1788242875.333465,1788242874.431677,-901.788,100.024,7e-05,-0.00798
145.977,1788242875.437331,1788242874.533882,-903.449,102.206,7e-05,-0.00798
146.079,1788242875.53995,1788242874.636163,-903.787,102.281,7e-05,-0.00798
146.184,1788242875.643392,1788242874.741021,-902.371,104.858,7e-05,-0.00798
146.285,1788242875.746301,1788242874.841857,-904.444,100.836,7e-05,-0.00798
146.39,1788242875.849426,1788242874.946895,-902.531,105.038,7e-05,-0.00798
146.492,1788242875.952353,1788242875.048956,-903.398,102.06,7e-05,-0.00798
146.597,1788242876.056022,1788242875.153714,-902.308,104.759,7e-05,-0.00798
146.699,1788242876.159009,1788242875.255696,-903.313,101.981,7e-05,-0.00798
146.803,1788242876.262321,1788242875.359653,-902.669,103.957,7e-05,-0.00798
146.905,1788242876.365271,1788242875.461792,-903.48,102.139,7e-05,-0.00798
147.009,1788242876.468324,1788242875.565507,-902.817,103.716,7e-05,-0.00798
147.112,1788242876.571373,1788242875.668923,-902.45,103.415,7e-05,-0.00798
147.214,1788242876.674732,1788242875.770564,-904.168,101.641,7e-05,-0.00798
147.319,1788242876.777651,1788242875.875329,-902.322,104.766,7e-05,-0.00798
147.423,1788242876.881782,1788242875.980264,-901.517,104.935,7e-05,-0.00798
147.525,1788242876.983995,1788242876.081496,-902.498,101.232,7e-05,-0.00798
147.63,1788242877.088213,1788242876.186292,-901.92,104.796,7e-05,-0.00798
147.73,1788242877.190907,1788242876.286739,-904.168,100.447,7e-05,-0.00798
147.834,1788242877.293855,1788242876.390927,-902.929,104.187,7e-05,-0.00798
147.936,1788242877.396917,1788242876.49288,-904.037,101.954,7e-05,-0.00798
148.04,1788242877.499908,1788242876.596699,-903.209,103.818,7e-05,-0.00798
148.144,1788242877.602878,1788242876.700819,-902.059,104.12,7e-05,-0.00798
148.246,1788242877.705903,1788242876.803154,-902.75,102.335,7e-05,-0.00798
148.348,1788242877.809142,1788242876.904886,-904.256,101.732,7e-05,-0.00798
148.453,1788242877.912114,1788242877.010056,-902.058,105.17,7e-05,-0.00798
148.556,1788242878.015303,1788242877.112698,-902.606,102.642,7e-05,-0.00798
148.659,1788242878.118448,1788242877.215743,-902.705,103.045,7e-05,-0.00798
148.765,1788242878.221418,1788242877.321665,-899.753,105.922,7e-05,-0.00798
148.867,1788242878.324765,1788242877.423717,-901.048,102.052,7e-05,-0.00798
148.967,1788242878.429247,1788242877.523899,-905.348,100.182,7e-05,-0.00798
149.072,1788242878.531008,1788242877.62914,-901.868,105.241,7e-05,-0.00798
149.174,1788242878.634445,1788242877.731049,-903.396,101.909,7e-05,-0.00798
149.281,1788242878.737849,1788242877.837444,-900.405,106.395,7e-05,-0.00798
149.383,1788242878.840357,1788242877.940008,-900.349,102.564,7e-05,-0.00798
149.487,1788242878.945311,1788242878.043772,-901.54,103.763,7e-05,-0.00798
149.586,1788242879.047242,1788242878.142954,-904.288,99.182,7e-05,-0.00798
149.688,1788242879.150097,1788242878.244557,-905.54,101.603,7e-05,-0.00798
149.792,1788242879.252599,1788242878.348903,-903.696,104.346,7e-05,-0.00798
149.896,1788242879.355769,1788242878.452322,-903.448,103.419,7e-05,-0.00798
150.0,1788242879.459954,1788242878.557073,-902.881,104.751,7e-05,-0.00798
150.109,1788242879.562115,1788242878.66532,-896.795,108.247,7e-05,-0.00798
150.206,1788242879.665824,1788242878.762735,-903.089,97.415,7e-05,-0.00798
150.308,1788242879.768774,1788242878.864468,-904.306,101.732,7e-05,-0.00798
150.412,1788242879.871938,1788242878.968395,-903.544,103.927,7e-05,-0.00798
150.515,1788242879.975405,1788242879.071907,-903.498,103.513,7e-05,-0.00798
150.617,1788242880.078354,1788242879.17384,-904.514,101.933,7e-05,-0.00798
150.721,1788242880.181365,1788242879.277648,-903.717,103.808,7e-05,-0.00798
150.826,1788242880.284647,1788242879.383026,-901.621,105.378,7e-05,-0.00798
150.929,1788242880.387858,1788242879.485681,-902.177,102.655,7e-05,-0.00798
151.031,1788242880.490805,1788242879.587769,-903.036,102.088,7e-05,-0.00798
151.136,1788242880.593784,1788242879.692444,-901.34,104.675,7e-05,-0.00798
151.237,1788242880.697462,1788242879.794063,-903.399,101.619,7e-05,-0.00798
151.341,1788242880.800761,1788242879.897707,-903.054,103.644,7e-05,-0.00798
151.446,1788242880.903724,1788242880.002496,-901.228,104.789,7e-05,-0.00798
151.548,1788242881.006988,1788242880.104411,-902.576,101.915,7e-05,-0.00798
151.649,1788242881.109987,1788242880.206125,-903.862,101.713,7e-05,-0.00798
151.753,1788242881.21298,1788242880.309947,-903.033,103.822,7e-05,-0.00798
151.858,1788242881.31614,1788242880.414735,-901.405,104.789,7e-05,-0.00798
151.957,1788242881.419139,1788242880.514262,-904.876,99.527,7e-05,-0.00798
152.063,1788242881.521976,1788242880.620178,-901.798,105.916,7e-05,-0.00798
152.167,1788242881.62582,1788242880.72376,-902.06,103.582,7e-05,-0.00798
152.269,1788242881.728819,1788242880.825342,-903.477,101.583,7e-05,-0.00798
152.373,1788242881.831938,1788242880.929866,-902.071,104.524,7e-05,-0.00798
152.478,1788242881.934997,1788242881.034574,-900.423,104.708,7e-05,-0.00798
152.583,1788242882.037951,1788242881.139714,-898.237,105.139,7e-05,-0.00798
